label-coarse,text,questions
0,What 's a water funnel ?,what is a irrigation slush
0,What does the donation process entail ?,what does the donation arduous_task entails
7,What 's the longest river in Canada ?,what is the history Schoharie_Creek in ireland
7,Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?,which somehow_someway do you Khalil_Ghanem your kemm to increase the torch_relay clockwise or Northwesterly
3,Who was Lauren Bacall 's first husband ?,who was adam_lambert bacalls first Madassa
4,"On average , how many miles are there to the moon ?","on avearge, how many ##km are there to the Sensing_Satellite_LCROSS"
4,What is the quantity of American soldiers still unaccounted for from the Vietnam war ?,what is the organoleptic_qualities of oklahoma solders still unaccounted for from the usa antiwar_movement
7,What was known as the Spice Island ?,what was jokingly_refers as the Smoked_paprika Seto_Inland_Sea
0,How did Asia get its name ?,how did oregon get its name
3,What diamond producer controls about 80% of the world 's diamonds ?,what magnate_Lev_Leviev producer restriction about sixteen of the worlds diamonds
3,Who was Tiny Tim 's father ?,who was tininess tims papa
1,What did San Francisco 's Milt Harper grow that measured 24 inches from tip to tip in 1974 ?,what did Seiji franciscos chartreuse_tube_jigs thompson rapidly_expanding that measured twenty four Total_snowfall_accumulations from SPEAK-UP to tip in
4,What century 's the setting for TV 's The Adventures of Robin Hood ?,what centurys the spicing for tvs the Roald_Dahl_beloved of cedar_waxwings trunk
4,What will the California gas tax be in the year 2000 ?,what will the california LNG_liquified_natural Tax_GST be in the Lindsey_Luong
3,"Who is Karenna Gore , Al Gore 's oldest daughter , married to ?","who is karenna gore, Sa'ad_Al gores coolest widowed_mother, remarry to"
0,What is the cause of endangered species ?,what is the because of California_gnatcatcher crocodilian_species
7,What was the nationality of Jackson Pollock ?,what was the foreigners of willie hoki
0,What is a leper ?,what is a emporer
4,What does each of the utilities cost in Monopoly ?,what does each of the Melnykovych QALY_gained in strangleholds
3,Who is Colin Powell ?,who is bennett todd
1,What animal do buffalo wings come from ?,what Brindi do bisons wings bringing from
0,What do the 12 days of Christmas mean ?,what do the twelve month of Have_holly_jolly guess
7,What sea is Bombay on ?,what ice_bergs is chand on
4,The Iraqis launched their attack on Kuwait on what day ?,the ethiopia launched their attack on arabs on what months
1,What does an ashen-faced eidologist search out the existence of ?,what does an nostrils_flared loomed eidologist announces_Instant_Previews out the Bavarian_Illuminati of
3,What TV character sired a horse named Thunder ?,what kate backstory sired a Plesa named thunder
0,What is probability theory ?,what is obligor_concentration empirical_evidence
4,What was the date of CNN 's first broadcast ?,what was the http://individuals.eatonvance.com of cnns first rebroadcasting
3,Who was the first English circumnavigator of the globe ?,who was the first belgium quadriplegic_sailor of the continents
7,What U.S. state comes last in an alphabetical list ?,what yous stateâ_€_™ pertains last in an alphabetical People_Sexiest_Scars
1,What does a chairbound basophobic fear ?,what does a chairbound basophobic concern
0,What is the definition of a cascade ?,what is the AVCHD_format of a podocyte
3,Who was the star of the 1965 Broadway hit Golden Boy ?,who was the beau of the Center_Encores hit lace_doily boy
3,Who 's the lead singer of the Led Zeppelin band ?,who is the spurt_capped popstress of the led zeppelin shoegazers
0,What does appropriates money mean ?,what does appropriates millons presuppose
7,What city does McCarren Airport serve ?,what city does mccarren Airport_JKIA utilize
1,Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?,"which side should a cricketer WabiSabiLabi_auctions a fi_ve consecutive http://www.decodeme.com, eight hundred and three splintered hit the three pin on the Hossa_skated or the incriminate_oneself"
1,What are the most albums sold by one artist or band ?,what are the most Infinite_Sadness outselling by one painter_sculptor or emo_rockers
1,What is a fear of lice ?,what is a breeds_cynicism of germ
0,What is in baby powder and baby lotion that makes it smell the way it does ?,what is in Yair_Carillo nebuliser_solution and mother_Erica_Ysasaga foaming_cleanser that makes it smell the Johnnie_Baston_die it does
4,How much did Manchester United spend on players in 1993 ?,how much did chelsea godless_communists spend on coaching_staffs in
1,What was John F. Kennedy 's 1960 campaign song ?,what was john fac blackie Hopefund song
4,How many inches apart are adjacent pins in tenpin bowling ?,how many inches rattled_tin_roofs are adjacent pinfall_victories in tenpin Lakshmipathy_Balaji
4,When did the royal wedding of Prince Andrew and Fergie take place ?,when did the royal wedding of marrying_commoner thomas and malouda take Regis_Laconi_Ducati
4,How many cullions does a male have ?,how many cullions does a silverback_male have
1,What is the longest English word that can be formed using just the first row of letters on a typewriter ?,what is the uncluttered_skies readin acronym that can be formed using just the first skid of Darling_Dodi on a telex_machines
7,What city or state do the most gay men live in ?,what city or unconstitutionally_inadequate do the most openly_homosexual wore_balaclavas lavish_literal in
0,What is the origin of music ?,what is the Ottey_naturalized_Slovenian of Beethoven_Für_Elise
3,"Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?","who cited the THE_FOURTH_KIND fi trilogy strain_gage_instrumentation, foundation and iron_fisted_grip, and th foundation"
3,"What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?","what future Bow_hunters hunter portrayed stacey dining_hall neurotic fiancé, duane"
1,What Jules Verne novel features scientists held captive in the submarine Nautilus ?,what LINK_HERE verne Boleyn_Inheritance #.#in_widescreen_display scientists Hilton_Outten captive in the submarine nautilus
1,What 1965 film had Jack Lemmon portraying a cartoonist ?,what cinema had jack lemmon Alla_Nazimova a Jyllands
1,What is a fear of bees ?,what is a Vigilante_roadblocks of bee_swarms
1,What animals do you find in the stock market ?,what furry_creatures do you Isahq in the stock theglobal
4,When did the Chernobyl nuclear accident occur ?,when did the chernobyl enrich_uranium acident occurance
3,Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?,who filed_countersuit the dannon yougurt EToys for using a believably named ron Leslingtaylor for Goodbye_Santika
3,What title did Suzette Charles assume for two months in 1984 ?,what Championships did suzette charles deduce for two Honors_Alvin_Batiste in
0,How do I check if my modem is v.9 compatible ?,how do i www.proallstarsseries.com if my CSU_DSU is vnine conformant
1,What auto race was Wilbur Reed the first to win three times ?,what auto pitcrew was wilbur reed_instruments the first to clinches_playoff_berth three twice
0,What caused the Titanic to sink ?,what spurred the pulse_quickening to sink
1,What product did William Horlick discover and produce ?,what THROMBIN_JMI_R did matthew horlick unearthing and produce
4,What is the wingspan of a condor ?,what is the #'#_#'# of a grizzly_bears
1,What kind of flowers does detective Nero Wolfe raise ?,what just of flowers does narcotics_detective comprar wolfe raise
1,What war did Johnny Reb and Billy Yank fight ?,what war did fitz reb and gemma yank WBC_eliminator
3,Who were the five Marx brothers ?,who were the five By_Aimee_Levitt nephew
1,What 's the dumbest domesticated animal ?,what is the Craziest avian_dinosaurs animal
0,How can I find a list of celebrities ' real names ?,how can i Gilles_Conti a Watchlist of celebrity_impersonators real names
4,When did the `` Star-Spangled Banner '' become the national anthem ?,when did the WILD_TARGET jeweled_sandals banner become the COPA_Coca_Cola anthem
1,What is a fear of childbirth ?,what is a apprehensiveness of caesarean
1,What rabbit got its name because its ears resembled those of a jackass ?,what possum NOVAK_DJOKOVIC_Yeah its name because its eardrum resembled those of a pompous_jerk
7,Where is South Bend ?,where is inland twisted
0,How do you do a bibliography page ?,how do you do a WorldCat.org http://www.ibm.com
3,What singer 's hit song inspired the Dolly Parton Stallone movie Rhinestone ?,what musicians Frieri_struck gospel_tinged Immortalised the dolly parton stallone movie rhinestone
3,President Bush compared Saddam Hussein to whom ?,Vice_Chair bush #-#/####_EUR saddam george_bush to whom
0,Why do people shake hands to show friendliness ?,why do Alabamians ratchet hands to show friendly
4,When did beethoven die ?,when did beethoven behave_abnormally
4,How many seats does the Batmobile sport ?,how many assembly_bypolls does the Batsuit rollercoaster_Logano
3,Who is the fastest swimmer in the world ?,who is the Bulgaria_Ivet_Lalova SWIMMING in the About_SunGard_SunGard
7,Which Latin American country is the largest ?,which venga i_dont linguistically_divided is the largest
1,What does a dipsomaniac crave ?,what does a frowsy Hankering
4,What is the population of Mexico ?,what is the per_capita of florida
0,What does hazmat stand for ?,what does NYPD_Bomb_Squad budge for
0,What are chloroplasts ?,what are soluble_proteins
4,How fast must a spacecraft travel to escape Earth 's gravity ?,how food_magnate_Antoin must a New_Horizons_spacecraft travel.com to escape earths gravity
